timestamp,function,pred_prob,threshold,pre_warm_triggered,ground_truth_invoked
6.020242861835042,BurstFunc_C,0.7884619516486033,0.5,True,True
7.837136801099293,BurstFunc_B,0.948998665024134,0.5,True,True
7.956814338316654,BurstFunc_E,0.865768773588621,0.5,True,True
10.419314461725834,BurstFunc_E,0.9614375070480728,0.5,True,True
3258.5488601426114,BurstFunc_B,0.7258332496917621,0.5,True,True
3258.954082988276,BurstFunc_D,0.9582403476311705,0.45,True,True
3258.9682657678645,BurstFunc_A,0.702292314916684,0.45,True,True
3260.861007515664,BurstFunc_B,0.9363768955470466,0.4,True,True
3268.1416066229194,BurstFunc_C,0.9034784067258408,0.45,True,True
3276.318039673839,BurstFunc_A,0.8657503561967608,0.45,True,True
3278.188705715138,BurstFunc_E,0.9116806488424973,0.5,True,True
3278.2154131683606,BurstFunc_A,0.9100833876795669,0.45,True,True
6475.849844212929,BurstFunc_A,0.711401023323577,0.45,True,True
6476.37489671472,BurstFunc_D,0.050603530820423674,0.45,False,True
6476.635201182629,BurstFunc_E,0.9678107530530811,0.5,True,True
6477.015984415662,BurstFunc_A,0.965273523095529,0.45,True,True
6479.188496012793,BurstFunc_B,0.7042310492045327,0.45,True,True
6479.654736476564,BurstFunc_D,0.9687331138879005,0.45,True,True
6486.640350742036,BurstFunc_B,0.9760502944459855,0.45,True,True
6487.645901093554,BurstFunc_D,0.8206465739195575,0.5,True,True
6492.7447718520925,BurstFunc_D,0.8653035466832918,0.5,True,True
6493.531836025699,BurstFunc_E,0.893360800430978,0.55,True,True
6497.060951756181,BurstFunc_B,0.8513980712894337,0.55,True,True
9271.83287189822,BurstFunc_E,0.9848131298342128,0.6000000000000001,True,True
9275.07383908977,BurstFunc_A,0.777578700840324,0.55,True,True
9276.175057213324,BurstFunc_A,0.8307878491270018,0.6000000000000001,True,True
9276.186132054076,BurstFunc_C,0.709374860882344,0.6500000000000001,True,True
9278.671157091956,BurstFunc_C,0.8703336469411838,0.6500000000000001,True,True
9278.825015622984,BurstFunc_B,0.028545618576481344,0.7000000000000002,False,True
9282.802074766301,BurstFunc_D,0.8715971907398783,0.6500000000000001,True,True
9282.933410897911,BurstFunc_E,0.887750512824047,0.7000000000000002,True,True
9284.963189615763,BurstFunc_C,0.9578881590078435,0.7000000000000002,True,True
9285.928725105128,BurstFunc_C,0.9546677873989466,0.6500000000000001,True,True
9287.5765000949,BurstFunc_C,0.8719683275494134,0.6500000000000001,True,True
9288.692128482717,BurstFunc_B,0.8074580469820787,0.6500000000000001,True,True
9289.142718216024,BurstFunc_A,0.9069458953097113,0.6500000000000001,True,True
9290.563592570292,BurstFunc_E,0.8854186795613292,0.6500000000000001,True,True
9291.620156520057,BurstFunc_C,0.987489822234153,0.6500000000000001,True,True
9297.344433255354,BurstFunc_C,0.9193450315845885,0.6500000000000001,True,True
9301.592772883834,BurstFunc_B,0.9216541689198806,0.7000000000000002,True,True
9303.599761264875,BurstFunc_D,0.9537288536369103,0.7000000000000002,True,True
9304.012752217592,BurstFunc_C,0.8190387142392529,0.7000000000000002,True,True
9304.273169950715,BurstFunc_A,0.8766574596765839,0.7000000000000002,True,True
9304.506354270963,BurstFunc_A,0.858639318071722,0.7000000000000002,True,True
9304.50739529584,BurstFunc_E,0.8166775085960015,0.7000000000000002,True,True
9304.521348114202,BurstFunc_C,0.9167501411456785,0.7000000000000002,True,True
9305.023682790754,BurstFunc_C,0.9640192341805444,0.7000000000000002,True,True
9305.583442693369,BurstFunc_C,0.8441356323081984,0.7000000000000002,True,True
9307.04634830489,BurstFunc_A,0.902479401080501,0.7000000000000002,True,True
9307.18053533009,BurstFunc_B,0.9684404433924554,0.7000000000000002,True,True
11335.923356563355,BurstFunc_B,0.8583711050216043,0.6500000000000001,True,True
11336.243898138995,BurstFunc_A,0.7153826924914995,0.7000000000000002,True,True
11343.755215337198,BurstFunc_D,0.8767522445590542,0.7500000000000002,True,True
11344.408467179219,BurstFunc_A,0.8457771190789951,0.8000000000000003,True,True
11346.691749684947,BurstFunc_E,0.9250250077759233,0.8000000000000003,True,True
11355.179823650178,BurstFunc_D,0.8687087309833067,0.8500000000000003,True,True
11356.10279790521,BurstFunc_A,0.8315591254253127,0.8500000000000003,False,True
11357.01984350374,BurstFunc_D,0.8052063985814706,0.8500000000000003,False,True
13694.5511726373,BurstFunc_A,0.0448652255876782,0.9000000000000004,False,True
13695.970533961086,BurstFunc_E,0.7971040433346662,0.9500000000000004,False,True
13696.759462357923,BurstFunc_D,0.1914747000161072,0.99,False,True
13698.194723527022,BurstFunc_C,0.9715623216907039,0.99,False,True
13698.396966002108,BurstFunc_A,0.9737331593306737,0.99,False,True
13699.37488340407,BurstFunc_B,0.7282364986551567,0.99,False,True
13701.626994986842,BurstFunc_A,0.8937879733450808,0.94,False,True
13706.799375781144,BurstFunc_B,0.8073498195706201,0.99,False,True
13708.956901259231,BurstFunc_B,0.93117127305877,0.99,False,True
16293.892272928362,BurstFunc_A,0.8454897120709178,0.94,False,True
16294.087725209312,BurstFunc_D,0.9720590163116853,0.94,True,True
16298.372681182742,BurstFunc_A,0.9089183869971857,0.94,False,True
16300.78301374837,BurstFunc_C,0.9677501125326646,0.94,True,True
16301.819748824051,BurstFunc_A,0.8933508265815706,0.99,False,True
16301.995532276444,BurstFunc_D,0.833146780927618,0.94,False,True
16303.860520170374,BurstFunc_C,0.9667848564559651,0.8899999999999999,True,True
16309.491794639525,BurstFunc_A,0.8060534302059043,0.94,False,True
16309.842426271734,BurstFunc_B,0.8222423659362071,0.94,False,True
16311.032378077798,BurstFunc_E,0.7181078099650552,0.94,False,True
16313.523212655595,BurstFunc_A,0.9313028370046259,0.94,False,True
16313.91724515144,BurstFunc_C,0.8857868458294371,0.94,False,True
16315.597333762615,BurstFunc_D,0.8512398953850548,0.94,False,True
16317.62036499327,BurstFunc_E,0.827487900799478,0.94,False,True
16322.351388958281,BurstFunc_C,0.9609456927122786,0.94,True,True
16323.748259607059,BurstFunc_D,0.8502227684394918,0.94,False,True
16327.740926105094,BurstFunc_D,0.9483483535924913,0.94,True,True
16328.400080841828,BurstFunc_C,0.8391964510437909,0.94,False,True
16328.489246816038,BurstFunc_D,0.8075753550020289,0.94,False,True
16334.644371641614,BurstFunc_E,0.9754096516151893,0.94,True,True
16337.398793315839,BurstFunc_E,0.9724836020752283,0.94,True,True
16338.516669869945,BurstFunc_E,0.829706523434005,0.94,False,True
16346.374152198166,BurstFunc_D,0.9536765746471006,0.94,True,True
